👤UserName,⭐Rating,📝Content,💬DeveloperReply,📆Review_Year,📅Review_Month,📅Review_Day,⏰Review_Hour_12,🌓Review_AM_PM,🕰️Review_Period,🔢Comment_Length,📆Reply_Year,📅Reply_Month,📅Reply_Day,⏰Reply_Hour_12,🌓Reply_AM_PM,🧹Content_Clean,🎯 Theme,🧩 Subtheme,😊 Sentiment,🖊️ Notes,🌐 Language,Theme_GT,Subtheme_GT,Sentiment_GT
ahamed Ahamed,5,👍نسأل الله لكم العون ولنا ولجميع المرضى بالشفاء حفظكم الله ورعاكم,"شكراً لمشاركتنا رأيك ،نتمنى لكم دوام الصحة والعافية",2025,8,4,9,AM,Morning,65,2025,8,4,10,AM,👍نسال لكم العون ولنا ولجميع المرضي بالشفاء حفظكم ورعاكم,User Experience & Sentiment,Overall Satisfaction,Positive,NA,Arabic,User Experience & Sentiment,Overall Satisfaction,Positive
راكان الحربي,5,ممتاز جدا جدا,"شكراً لمشاركتنا رأيك ،نتمنى لكم دوام الصحة والعافية",2025,8,4,9,AM,Morning,13,2025,8,4,10,AM,ممتاز جدا,User Experience & Sentiment,Overall Satisfaction,Positive,NA,Arabic,User Experience & Sentiment,Overall Satisfaction,Positive
HALALEE99 xmx,4,ممتاز,"شكراً لمشاركتنا رأيك ،نتمنى لكم دوام الصحة والعافية",2025,8,4,9,AM,Morning,5,2025,8,4,10,AM,ممتاز,User Experience & Sentiment,Overall Satisfaction,Positive,NA,Arabic,User Experience & Sentiment,Overall Satisfaction,Positive
سيف المرحبي,5,ممتاز جداً,"شكراً لمشاركتنا رأيك ،نتمنى لكم دوام الصحة والعافية",2025,8,4,8,AM,Morning,10,2025,8,4,8,AM,ممتاز جدا,User Experience & Sentiment,Overall Satisfaction,Positive,NA,Arabic,User Experience & Sentiment,Overall Satisfaction,Positive
عبدالمجيد مرزوق البلوي,5,ممتاز,"شكراً لمشاركتنا رأيك ،نتمنى لكم دوام الصحة والعافية",2025,8,4,6,AM,Morning,5,2025,8,4,8,AM,ممتاز,User Experience & Sentiment,Overall Satisfaction,Positive,NA,Arabic,User Experience & Sentiment,Overall Satisfaction,Positive
هبه الدوسري,1,ارد يكون متأخر وكثير يعلق البرنامج وكل مره نتصل لهم يقلون معلق جهاز المستشفى واذ رحت للمستشفى قالو ليش ماحجزتي عبر تطبيق صحتي.؟ نبي حل معهم,"شاكرين لك وقتك وتقييمك، كما نعتذر عن الصعوبات التي تواجهك لطفًا تواصل معنا عبر حسابنا الرسمي في منصة X : @Sehhatyapp
أو عبر بريدنا الإلكتروني:
‏Support@sehhaty.sa""",2025,8,4,1,AM,Night,139,2025,8,4,8,AM,الرد يكون متاخر وكثير يعلق البرنامج وكل مرة نتصل لهم يقلون معلق جهاز المستشفي واذ رحت للمستشفي قالو ليش ماحجزتي عبر تطبيق صحتي.؟ نبي حل معهم,Technical Performance,Crashes / Freezes,Negative,NA,Arabic,Technical Performance,Crashes / Freezes,Negative
Hounag G,5,ممتاز,"شكراً لمشاركتنا رأيك ،نتمنى لكم دوام الصحة والعافية",2025,8,4,1,AM,Night,5,2025,8,4,8,AM,ممتاز,User Experience & Sentiment,Overall Satisfaction,Positive,NA,Arabic,User Experience & Sentiment,Overall Satisfaction,Positive
عبدالله الشهراني,5,رائع,"شكراً لمشاركتنا رأيك ،نتمنى لكم دوام الصحة والعافية",2025,8,3,11,PM,Night,4,2025,8,4,8,AM,رائع,User Experience & Sentiment,Overall Satisfaction,Positive,NA,Arabic,User Experience & Sentiment,Overall Satisfaction,Positive
Abu ammar,5,متتاز,"شكراً لمشاركتنا رأيك ،نتمنى لكم دوام الصحة والعافية",2025,8,3,11,PM,Night,5,2025,8,4,8,AM,ممتاز,User Experience & Sentiment,Overall Satisfaction,Positive,NA,Arabic,User Experience & Sentiment,Overall Satisfaction,Positive
زياد المشاري,5,يقدم خدمه ممتازه مع سهوله الوصول إلى الخدمات المطلوبه,"شكراً لمشاركتنا رأيك ،نتمنى لكم دوام الصحة والعافية",2025,8,3,11,PM,Night,53,2025,8,4,8,AM,يقدم خدمه ممتازة مع سهوله الوصول الي الخدمات المطلوبه,User Experience & Sentiment,Accessibility,Positive,NA,Arabic,User Experience & Sentiment,Accessibility,Positive
نزيه البدوي,5,ممتاز,"شكراً لمشاركتنا رأيك ،نتمنى لكم دوام الصحة والعافية",2025,8,3,10,PM,Night,5,2025,8,4,8,AM,ممتاز,User Experience & Sentiment,Overall Satisfaction,Positive,NA,Arabic,User Experience & Sentiment,Overall Satisfaction,Positive
ملك الاشتر سبحان الله العظيم,5,جزاكم الله خير الدنيا والاخرا,"شكراً لمشاركتنا رأيك ،نتمنى لكم دوام الصحة والعافية",2025,8,3,9,PM,Evening,29,2025,8,3,10,PM,جزاكم خير الدنيا والاخرا,User Experience & Sentiment,Overall Satisfaction,Positive,NA,Arabic,User Experience & Sentiment,Overall Satisfaction,Positive
محمد الشمراني,5,ممتاز شكرا للوزارة والقائمين على هذا,"شكراً لمشاركتنا رأيك ،نتمنى لكم دوام الصحة والعافية",2025,8,3,9,PM,Evening,36,2025,8,3,10,PM,ممتاز شكرا للوزارة والقايمين علي هذا,User Experience & Sentiment,Overall Satisfaction,Positive,NA,Arabic,User Experience & Sentiment,Overall Satisfaction,Positive
‪Soso Soso (‫سوسو الشهراني‬‎)‬‏,2,جدا سيئ,"شاكرين لك وقتك وتقييمك، كما نعتذر عن الصعوبات التي تواجهك لطفًا تواصل معنا عبر حسابنا الرسمي في منصة X : @Sehhatyapp
أو عبر بريدنا الإلكتروني:
‏Support@sehhaty.sa""",2025,8,3,8,PM,Evening,7,2025,8,3,10,PM,جدا سيئ,User Experience & Sentiment,Overall Satisfaction,Positive,NA,Arabic,User Experience & Sentiment,Overall Satisfaction,Positive
Abdulahady Otaibi,5,ممتاز وسهل,"شكراً لمشاركتنا رأيك ،نتمنى لكم دوام الصحة والعافية",2025,8,3,5,PM,Afternoon,10,2025,8,3,7,PM,ممتاز وسهل,User Experience & Sentiment,Overall Satisfaction,Positive,NA,Arabic,User Experience & Sentiment,Overall Satisfaction,Positive
Sa Mn,5,جميل جداً,"شكراً لمشاركتنا رأيك ،نتمنى لكم دوام الصحة والعافية",2025,8,3,5,PM,Afternoon,9,2025,8,3,7,PM,جميل جدا,User Experience & Sentiment,Overall Satisfaction,Positive,NA,Arabic,User Experience & Sentiment,Overall Satisfaction,Positive
صالح السالم,1,اسنان ثلاث ايام لايوجد موعد سلامات شدعوه,"شاكرين لك وقتك وتقييمك كما يمكنكم التواصل مع مركز اتصال الصحة 937 عبر حساباتهم الرسمية:
- منصة X:
‏ @SaudiMOH937
او من خلال الاتصال بالرقم: 937",2025,8,3,5,PM,Afternoon,40,2025,8,3,7,PM,اسنان ثلاث ايام لايوجد موعد سلامات شدعوه,Content & Services,Appointment Booking,Negative,NA,Arabic,Content & Services,Appointment Booking,Negative
Mona,2,جيد جدا جدا جدا,"شكراً لمشاركتنا رأيك ،نتمنى لكم دوام الصحة والعافية",2025,8,3,5,PM,Afternoon,15,2025,8,3,7,PM,جيد جدا,User Experience & Sentiment,Overall Satisfaction,Positive,NA,Arabic,User Experience & Sentiment,Overall Satisfaction,Positive
علي صالح,5,ممتاز,"شكراً لمشاركتنا رأيك ،نتمنى لكم دوام الصحة والعافية",2025,8,3,5,PM,Afternoon,5,2025,8,3,7,PM,ممتاز,User Experience & Sentiment,Overall Satisfaction,Positive,NA,Arabic,User Experience & Sentiment,Overall Satisfaction,Positive
بو عدنان,5,تحديث موعد حضور,NA,2025,8,3,4,PM,Afternoon,15,NA,NA,NA,NA,NA,تحديث موعد حضور,Content & Services,Appointment Booking,Neutral,NA,Arabic,Content & Services,Appointment Booking,Neutral
فاديه الشمري,5,ممتاز ومفيد,"شكراً لمشاركتنا رأيك ،نتمنى لكم دوام الصحة والعافية",2025,8,3,1,PM,Afternoon,11,2025,8,3,2,PM,ممتاز ومفيد,User Experience & Sentiment,Overall Satisfaction,Positive,NA,Arabic,User Experience & Sentiment,Overall Satisfaction,Positive
salah soofi,5,مراجعه للكشف علي ابنتي للدخولها الروضة,NA,2025,8,3,12,PM,Afternoon,38,NA,NA,NA,NA,NA,مراجعه للكشف علي ابنتي للدخولها الروضة,Content & Services,Records / Vaccination,Neutral,NA,Arabic,Content & Services,Records / Vaccination,Neutral
Zauyad Alresheed,5,التطبيق لا يفتح يخرج من المتصفح على طول,"شاكرين لك وقتك وتقييمك، كما نعتذر عن الصعوبات التي تواجهك لطفًا تواصل معنا عبر حسابنا الرسمي في منصة X : @Sehhatyapp
أو عبر بريدنا الإلكتروني:
‏Support@sehhaty.sa""",2025,8,3,12,PM,Afternoon,39,2025,8,3,12,PM,التطبيق لا يفتح يخرج من المتصفح علي طول,Technical Performance,Stability,Negative,NA,Arabic,Technical Performance,Stability,Negative
ابو فيصل صالح الحربي,5,ممتاز جدا,"شكراً لمشاركتنا رأيك ،نتمنى لكم دوام الصحة والعافية",2025,8,3,10,AM,Morning,9,2025,8,3,10,AM,ممتاز جدا,User Experience & Sentiment,Overall Satisfaction,Positive,NA,Arabic,User Experience & Sentiment,Overall Satisfaction,Positive
درداح فلان,1,غير مناسب معي ما يعطي نتائج البحث المطلوب,"شاكرين لك وقتك وتقييمك، كما نعتذر عن الصعوبات التي تواجهك لطفًا تواصل معنا عبر حسابنا الرسمي في منصة X : @Sehhatyapp
أو عبر بريدنا الإلكتروني:
‏Support@sehhaty.sa""",2025,8,3,9,AM,Morning,41,2025,8,3,12,PM,غير مناسب معي ما يعطي نتايج البحث المطلوب,User Experience & Sentiment,Ease Of Use,Negative,NA,Arabic,User Experience & Sentiment,Ease of Use,Negative
نايف Naif,5,تطبيق ممتاز,"شكراً لمشاركتنا رأيك ،نتمنى لكم دوام الصحة والعافية",2025,8,3,4,AM,Night,11,2025,8,3,8,AM,تطبيق ممتاز,User Experience & Sentiment,Overall Satisfaction,Positive,NA,Arabic,User Experience & Sentiment,Overall Satisfaction,Positive
سعود,2,يعلق عند البحث عن اقرب موعد دائما .,"شاكرين لك وقتك وتقييمك، كما نعتذر عن الصعوبات التي تواجهك لطفًا تواصل معنا عبر حسابنا الرسمي في منصة X : @Sehhatyapp
أو عبر بريدنا الإلكتروني:
‏Support@sehhaty.sa""",2025,8,3,4,AM,Night,35,2025,8,3,8,AM,يعلق عند البحث عن اقرب موعد دايما .,Technical Performance,Crashes / Freezes,Negative,NA,Arabic,Technical Performance,Crashes / Freezes,Negative
حلات وتساب,5,ممتاز,"شكراً لمشاركتنا رأيك ،نتمنى لكم دوام الصحة والعافية",2025,8,3,2,AM,Night,5,2025,8,3,8,AM,ممتاز,User Experience & Sentiment,Overall Satisfaction,Positive,NA,Arabic,User Experience & Sentiment,Overall Satisfaction,Positive
سعيد القرني,4,👍👍👍👍💯,"شاكرين لك تقييمك , نتمنى لك دوام الصحة والعافية",2025,8,3,1,AM,Night,5,2025,8,3,8,AM,👍👍👍👍💯,User Experience & Sentiment,Overall Satisfaction,Positive,NA,Arabic,User Experience & Sentiment,Overall Satisfaction,Positive
Mohammed cable,5,برافو,"شكراً لمشاركتنا رأيك ،نتمنى لكم دوام الصحة والعافية",2025,8,2,11,PM,Night,5,2025,8,3,8,AM,برافو,User Experience & Sentiment,Overall Satisfaction,Positive,NA,Arabic,User Experience & Sentiment,Overall Satisfaction,Positive
فهد كعبي,5,سريع وعملي. 👍,"شكراً لمشاركتنا رأيك ،نتمنى لكم دوام الصحة والعافية",2025,8,2,11,PM,Night,13,2025,8,3,8,AM,سريع وعملي. 👍,Technical Performance,App Speed,Positive,NA,Arabic,Technical Performance,App Speed,Positive
Ahmed AbdAlwahab,5,ممتاز,"شكراً لمشاركتنا رأيك ،نتمنى لكم دوام الصحة والعافية",2025,8,2,9,PM,Evening,5,2025,8,2,10,PM,ممتاز,User Experience & Sentiment,Overall Satisfaction,Positive,NA,Arabic,User Experience & Sentiment,Overall Satisfaction,Positive
عبدالرحمن م التميمي,5,ممتاز,"شكراً لمشاركتنا رأيك ،نتمنى لكم دوام الصحة والعافية",2025,8,2,5,PM,Afternoon,5,2025,8,2,9,PM,ممتاز,User Experience & Sentiment,Overall Satisfaction,Positive,NA,Arabic,User Experience & Sentiment,Overall Satisfaction,Positive
Yaser Hafez,5,ممتاز,"شكراً لمشاركتنا رأيك ،نتمنى لكم دوام الصحة والعافية",2025,8,2,4,PM,Afternoon,5,2025,8,2,9,PM,ممتاز,User Experience & Sentiment,Overall Satisfaction,Positive,NA,Arabic,User Experience & Sentiment,Overall Satisfaction,Positive
Jsug12s Sj,5,ممتاز,"شكراً لمشاركتنا رأيك ،نتمنى لكم دوام الصحة والعافية",2025,8,2,3,PM,Afternoon,5,2025,8,2,9,PM,ممتاز,User Experience & Sentiment,Overall Satisfaction,Positive,NA,Arabic,User Experience & Sentiment,Overall Satisfaction,Positive
Abo Khlf,5,ممتاز,"شكراً لمشاركتنا رأيك ،نتمنى لكم دوام الصحة والعافية",2025,8,2,12,PM,Afternoon,5,2025,8,2,9,PM,ممتاز,User Experience & Sentiment,Overall Satisfaction,Positive,NA,Arabic,User Experience & Sentiment,Overall Satisfaction,Positive
سمير الحربي,5,ممتاز,"شكراً لمشاركتنا رأيك ،نتمنى لكم دوام الصحة والعافية",2025,8,2,10,AM,Morning,5,2025,8,2,9,PM,ممتاز,User Experience & Sentiment,Overall Satisfaction,Positive,NA,Arabic,User Experience & Sentiment,Overall Satisfaction,Positive
ابوفادي الشنقيطي,5,ممتاز,"شكراً لمشاركتنا رأيك ،نتمنى لكم دوام الصحة والعافية",2025,8,2,7,AM,Morning,5,2025,8,2,9,PM,ممتاز,User Experience & Sentiment,Overall Satisfaction,Positive,NA,Arabic,User Experience & Sentiment,Overall Satisfaction,Positive
ابراهيم الظفيري,1,للمتاز,"شكراً لمشاركتنا رأيك ،نتمنى لكم دوام الصحة والعافية",2025,8,2,7,AM,Morning,6,2025,8,2,9,PM,للمتاز,User Experience & Sentiment,Overall Satisfaction,Positive,NA,Arabic,User Experience & Sentiment,Overall Satisfaction,Positive
ابو عديْ. الحارثي .,3,السلام عليكم ورحمة الله وبركاته بالنسبه للتطبيق ممتاز لكن واجهتني مشكله اذا حاولت ادخل على التطبيق يطلعني على طول حذفت تطبيق صحتي وحملته مره ثانيه ونفس المشكله أتمنى حل هالمشكله وصلى الله وبارك على نبينا وحبيبنا وشفيعنا وقرة أعيننا محمد صلى الله عليه وسلم ..,"شاكرين لك وقتك وتقييمك، كما نعتذر عن الصعوبات التي تواجهك لطفًا تواصل معنا عبر حسابنا الرسمي في منصة X : @Sehhatyapp
أو عبر بريدنا الإلكتروني:
‏Support@sehhaty.sa""",2025,8,2,4,AM,Night,258,2025,8,2,9,PM,بالنسبه للتطبيق ممتاز لكن واجهتني مشكلة اذا حاولت ادخل علي التطبيق يطلعني علي طول حذفت تطبيق صحتي وحملته مرة ثانيه ونفس المشكلة اتمني حل هالمشكله وصلي وبارك علي نبينا وحبيبنا وشفيعنا وقرة اعيننا محمد صلي عليه وسلم .,Technical Performance,Crashes / Freezes,Negative,NA,Arabic,Technical Performance,Crashes / Freezes,Negative
عبدالعزيز العجلان,5,ممتاز,"شكراً لمشاركتنا رأيك ،نتمنى لكم دوام الصحة والعافية",2025,8,2,12,AM,Night,5,2025,8,2,9,PM,ممتاز,User Experience & Sentiment,Overall Satisfaction,Positive,NA,Arabic,User Experience & Sentiment,Overall Satisfaction,Positive
